Brand,Family,Reference,Name,Movement,Produced,Limited,Bezel,Glass,Back,Shape,Diameter,Height,Lug Width,W/R,Nickname,Color,Finish,Indexes,Hands,Materials
Cartier,Ballon Blue de Cartier,W69017Z4,Ballon Blue de Cartier 36 Automatic Stainless Steel / Silver,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Ballon Blue de Cartier,W6920046,Ballon Blue de Cartier 36 Automatic Stainless Steel / Silver / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Ballon Blue de Cartier,W2BB0012,Ballon Blue de Cartier 36 Automatic Stainless Steel / Yellow Gold / Silver / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,"Yellow Gold, Stainless Steel"
Cartier,Ballon Blue de Cartier,W6920047,Ballon Blue de Cartier 36 Automatic Stainless Steel / Yellow Gold / Silver / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,"Yellow Gold, Stainless Steel"
Cartier,Ballon Blue de Cartier,W6900356,Ballon Blue de Cartier 36 Automatic Yellow Gold / Silver,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Yellow Gold
Cartier,Ballon Blue de Cartier,W6900456,Ballon Blue de Cartier 36 Automatic Pink Gold / Silver,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,WGBB0009,Ballon Blue de Cartier 36 Automatic Pink Gold / Silver,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,W69004Z2,Ballon Blue de Cartier 36 Automatic Pink Gold / Silver / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,WGBB0008,Ballon Blue de Cartier 36 Automatic Pink Gold / Silver / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,WSBB0007,Ballon Blue de Cartier 36 Automatic Stainless Steel / Pink,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Pink,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Ballon Blue de Cartier,W6920041,Ballon Blue de Cartier 36 Automatic Stainless Steel / Pink / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Pink,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Ballon Blue de Cartier,W2BB0011,Ballon Blue de Cartier 36 Automatic Stainless Steel / Pink Gold / Mother of Pearl / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Pink,,Roman Numerals,Sword,"Pink Gold, Stainless Steel"
Cartier,Ballon Blue de Cartier,W6920033,Ballon Blue de Cartier 36 Automatic Stainless Steel / Pink Gold / Mother of Pearl / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Pink,,Roman Numerals,Sword,"Pink Gold, Stainless Steel"
Cartier,Ballon Blue de Cartier,W3BB0018,Ballon Blue de Cartier 36 Automatic Stainless Steel / Pink Gold / Diamond / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Gem-Set Indexes,Sword,"Pink Gold, Stainless Steel"
Cartier,Ballon Blue de Cartier,WE902054,Ballon Blue de Cartier 36 Automatic Stainless Steel / Pink Gold / Champagne / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Champagne,Guilloche,Gem-Set Indexes,Sword,"Pink Gold, Stainless Steel"
Cartier,Ballon Blue de Cartier,WE902026,Ballon Blue de Cartier 36 Automatic Pink Gold / Diamond / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Gem-Set Indexes,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,WJBB0009,Ballon Blue de Cartier 36 Automatic Pink Gold / Diamonds / Purple,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,WE902075,Ballon Blue de Cartier 36 Automatic Stainless Steel / Diamond / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Gem-Set Indexes,Sword,Stainless Steel
Cartier,Ballon Blue de Cartier,WE902031,Ballon Blue de Cartier 36 Automatic Stainless Steel / Pink Gold / Diamond / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Gem-Set Indexes,Sword,"Pink Gold, Stainless Steel"
Cartier,Ballon Blue de Cartier,WJBB0010,Ballon Blue de Cartier 36 Automatic Pink Gold / Diamond / Purple,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Gem-Set Indexes,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,WE902028,Ballon Blue de Cartier 36 Automatic Pink Gold / Diamond,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Gem-Set Indexes,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,WE902078,Ballon Blue de Cartier 36 Automatic Stainless Steel / Pink Gold / Diamonds / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Gem-Set Indexes,Sword,"Pink Gold, Stainless Steel"
Cartier,Ballon Blue de Cartier,WE900551,Ballon Blue de Cartier 36 Automatic Pink Gold / Diamonds / Purple,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,WJBB0011,Ballon Blue de Cartier 36 Automatic White Gold / Diamonds / Pink,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,White Gold
Cartier,Ballon Blue de Cartier,WE900651,Ballon Blue de Cartier 36 Automatic White Gold / Diamonds / Pink,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,White Gold
Cartier,Ballon Blue de Cartier,WE9005Z3,Ballon Blue de Cartier 36 Automatic Pink Gold / Diamonds / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,WJBB0007,Ballon Blue de Cartier 36 Automatic Yellow Gold / Diamonds / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Yellow Gold
Cartier,Ballon Blue de Cartier,WE9004Z3,Ballon Blue de Cartier 36 Automatic Yellow Gold / Diamonds / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Yellow Gold
Cartier,Ballon Blue de Cartier,W69016Z4,Ballon Blue de Cartier 42 Automatic Stainless Steel / Silver,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Ballon Blue de Cartier,WSBB0003,Ballon Blue de Cartier 42 Automatic Stainless Steel / Black,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Black,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Ballon Blue de Cartier,WJBB0008,Ballon Blue de Cartier 36 Automatic White Gold / Diamonds / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,White Gold
Cartier,Ballon Blue de Cartier,W69012Z4,Ballon Blue de Cartier 42 Automatic Stainless Steel / Silver / Bracelet,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Ballon Blue de Cartier,WE9006Z3,Ballon Blue de Cartier 36 Automatic White Gold / Diamonds / Bracelet,"Cartier caliber 049 No Date
Hours, Minutes, Seconds",2007,No,Gem-Set,Sapphire,Closed,Round,36.60 mm,12.05 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,White Gold
Cartier,Ballon Blue de Cartier,W6920042,Ballon Blue de Cartier 42 Automatic Stainless Steel / Black / Bracelet,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Black,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Ballon Blue de Cartier,W2BB0022,Ballon Blue de Cartier 42 Automatic Stainless Steel / Yellow Gold / Silver / Bracelet,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,"Yellow Gold, Stainless Steel"
Cartier,Ballon Blue de Cartier,W6920095,Ballon Blue de Cartier 42 Automatic Stainless Steel / Pink Gold / Silver / Bracelet,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,"Pink Gold, Stainless Steel"
Cartier,Ballon Blue de Cartier,W6900551,Ballon Blue de Cartier 42 Automatic Yellow Gold / Silver,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Yellow Gold
Cartier,Ballon Blue de Cartier,WGBB0017,Ballon Blue de Cartier 42 Automatic Pink Gold / Silver,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,W6920037,Ballon Blue de Cartier 42 Automatic Pink Gold / Chocolate,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,Chocolate,Brown,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,W69005Z2,Ballon Blue de Cartier 42 Automatic Yellow Gold / Silver / Bracelet,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Yellow Gold
Cartier,Ballon Blue de Cartier,WGBB0016,Ballon Blue de Cartier 42 Automatic Pink Gold / Silver / Bracelet,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,WE902049,Ballon Blue de Cartier 42 White Gold / Diamond,"Cartier caliber 049
Hours, Minutes, Seconds | Date",2007,No,Gem-Set,Sapphire,Closed,Round,42.10 mm,13.00 mm,,30.00 m,,Paved,,None,Sword,White Gold
Cartier,Ballon Blue de Cartier,W6920104,Ballon Blue de Cartier 39 Flying Tourbillon Pink Gold / Grey,"Cartier caliber 9452 MC
Hours, Minutes | Tourbillon Escapement",,No,,Sapphire,Open,Round,39.00 mm,11.40 mm,,30.00 m,,Grey,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Ballon Blue de Cartier,W6920105,Ballon Blue de Cartier 39 Flying Tourbillon White Gold / Blue Enamel,"Cartier caliber 9452 MC
Hours, Minutes | Tourbillon Escapement",,No,,Sapphire,Open,Round,39.00 mm,11.40 mm,,30.00 m,,Blue,Guilloche,None,Sword,Enamel
Cartier,Ballon Blue de Cartier,HPI00586,Ballon Blue de Cartier 46 Flying Tourbillon White Gold / Diamond,"Cartier caliber 9452 MC
Hours, Minutes | Tourbillon Escapement",,No,,Sapphire,Open,Round,46.00 mm,12.90 mm,,30.00 m,,Paved,,Roman Numerals,Sword,White Gold
Cartier,Ballon Blue de Cartier,HPI00683,Ballon Blue de Cartier 46 Flying Tourbillon White Gold / Diamond / Bracelet,"Cartier caliber 9452 MC
Hours, Minutes | Tourbillon Escapement",,No,,Sapphire,Open,Round,46.00 mm,12.90 mm,,30.00 m,,Paved,,Roman Numerals,Sword,White Gold
Cartier,Clé de Cartier,WJCL0045,Clé de Cartier 35 Pink Gold / Diamonds/ Bracelet,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Clé de Cartier,WSCL0007,Clé de Cartier 40 Stainless Steel / Silver / Bracelet,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,40.00 mm,11.76 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Clé de Cartier,W2CL0002,Clé de Cartier 40 Stainless Steel /Pink Gold / Silver / Bracelet,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,40.00 mm,11.76 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,"Pink Gold, Stainless Steel"
Cartier,Clé de Cartier,WGCL0002,Clé de Cartier 40 Pink Gold / Silver / Bracelet,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,40.00 mm,11.76 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Clé de Cartier,WGCL0006,Clé de Cartier 40 White Gold / Silver / Bracelet,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,40.00 mm,11.76 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,White Gold
Cartier,Clé de Cartier,WGCL0004,Clé de Cartier 40 Pink Gold / Silver,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,40.00 mm,11.76 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Clé de Cartier,WGCL0019,Clé de Cartier 40 Pink Gold / Silver,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,40.00 mm,11.76 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Clé de Cartier,WGCL0005,Clé de Cartier 40 White Gold / Silver,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,40.00 mm,11.76 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,White Gold
Cartier,Clé de Cartier,HPI00938,Clé de Cartier 41 White Gold / Baguette,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,"Yes, 20 units",Gem-Set,Sapphire,Open,Cushion,41.00 mm,11.76 mm,,30.00 m,,Paved,Guilloche,None,Sword,White Gold
Cartier,Clé de Cartier,HPI00937,Clé de Cartier 41 White Gold / Rivière,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,"Yes, 5 units",Gem-Set,Sapphire,Open,Cushion,41.00 mm,11.76 mm,,30.00 m,,Paved,Guilloche,None,Sword,White Gold
Cartier,Clé de Cartier,WSCL0006,Clé de Cartier 35 Stainless Steel / Silver / Bracelet,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Clé de Cartier,W2CL0003,Clé de Cartier 35 Stainless Steel /Pink Gold / Silver / Bracelet,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,"Pink Gold, Stainless Steel"
Cartier,Clé de Cartier,WGCL0013,Clé de Cartier 35 Pink Gold / Silver,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Clé de Cartier,WJCL0032,Clé de Cartier 35 Pink Gold / Diamond / Purple,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Gem-Set Indexes,Sword,Pink Gold
Cartier,Clé de Cartier,WJCL0013,Clé de Cartier 35 Pink Gold / Diamonds,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Clé de Cartier,WJCL0048,Clé de Cartier 35 Pink Gold / Diamonds,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Clé de Cartier,WJCL0033,Clé de Cartier 35 Pink Gold / Diamond / Bracelet,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Gem-Set Indexes,Sword,Pink Gold
Cartier,Clé de Cartier,WJCL0039,Clé de Cartier 35 Pink Gold / Diamonds / Purple,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Gem-Set Indexes,Sword,Pink Gold
Cartier,Clé de Cartier,WJCL0014,Clé de Cartier 35 White Gold / Diamonds / Red,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,White Gold
Cartier,Clé de Cartier,WJCL0049,Clé de Cartier 35 White Gold / Diamonds / Red,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,White Gold
Cartier,Clé de Cartier,WJCL0006,Clé de Cartier 35 Pink Gold / Diamonds/ Bracelet,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Clé de Cartier,WJCL0007,Clé de Cartier 35 White Gold / Diamonds / Bracelet,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,White Gold
Cartier,Clé de Cartier,WJCL0018,Clé de Cartier 35 White Gold / Full Diamonds / Red,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,,Roman Numerals,Sword,White Gold
Cartier,Clé de Cartier,WJCL0036,Clé de Cartier 35 Pink Gold / Full Diamonds / Red,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,10.09 mm,,30.00 m,,Silver,,Roman Numerals,Sword,Pink Gold
Cartier,Clé de Cartier,HPI00933,Clé de Cartier 35 Flying Tourbillon White Gold / Full Diamonds / Red,"Cartier caliber 1847 MC
Hours, Minutes, Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Cushion,35.00 mm,11.30 mm,,30.00 m,,Silver,,Roman Numerals,Sword,White Gold
Cartier,Clé de Cartier,WHCL0002,Clé de Cartier 41 Mysterious Hours Pink Gold,"Cartier caliber 9981 MC
Hours, Minutes",2015,No,,Sapphire,Open,Cushion,41.00 mm,11.25 mm,,30.00 m,,Skeleton,,Roman Numerals,Sword,Pink Gold
Cartier,Clé de Cartier,WHCL0003,Clé de Cartier 41 Mysterious Hours Palladium,"Cartier caliber 9981 MC
Hours, Minutes",2015,No,,Sapphire,Open,Cushion,41.00 mm,11.25 mm,,30.00 m,,Skeleton,,Roman Numerals,Sword,Palladium
Cartier,Clé de Cartier,HPI00946,Clé de Cartier 41 Mysterious Hours Palladium / Diamond,"Cartier caliber 9981 MC
Hours, Minutes",2015,No,Gem-Set,Sapphire,Open,Cushion,41.00 mm,11.25 mm,,30.00 m,,Paved,,None,Sword,White Gold
Cartier,Clé de Cartier,WHCL0008,Clé de Cartier 41 Skeleton Automatic Palladium,"Cartier caliber 9981 MC
Hours, Minutes",2015,No,,Sapphire,Open,Cushion,41.00 mm,11.45 mm,,30.00 m,,Skeleton,,Roman Numerals,Sword,Palladium
Cartier,Clé de Cartier,HPI01057,Clé de Cartier 41 Skeleton Automatic Palladium / Diamond,"Cartier caliber 9981 MC
Hours, Minutes",2015,No,,Sapphire,Open,Cushion,41.00 mm,11.45 mm,,30.00 m,,Skeleton,,Roman Numerals,Sword,Palladium
Cartier,Calibre de Cartier,WSCA0003,Calibre de Cartier 38 Stainless Steel / Silver,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2015,No,,Sapphire,Open,Round,38.00 mm,9.26 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Stainless Steel
Cartier,Calibre de Cartier,W2CA0002,Calibre de Cartier 38 Stainless Steel / Pink Gold / Silver,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2015,No,,Sapphire,Open,Round,38.00 mm,9.26 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,"Pink Gold, Stainless Steel"
Cartier,Calibre de Cartier,WGCA0003,Calibre de Cartier 38 Pink Gold / Silver,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2015,No,,Sapphire,Open,Round,38.00 mm,9.26 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Calibre de Cartier,WF100013,Calibre de Cartier 38 Pink Gold / Silver / Diamond,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Round,38.00 mm,9.26 mm,,30.00 m,,Silver,Guilloche,Roman Numerals,Sword,Pink Gold
Cartier,Calibre de Cartier,WF100015,Calibre de Cartier 38 Pink Gold / Silver / Full Diamond,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2015,No,Gem-Set,Sapphire,Open,Round,38.00 mm,9.26 mm,,30.00 m,,Silver,,Roman Numerals,Sword,Pink Gold
Cartier,Calibre de Cartier,W7100056,Calibre de Cartier Diver Stainless Steel / Black / Rubber,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,42.00 mm,11.00 mm,,300.00 m,,Black,Matte,Mixed,Sword,Stainless Steel
Cartier,Calibre de Cartier,WSCA0011,Calibre de Cartier Diver Stainless Steel / Blue / Rubber,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,42.00 mm,11.00 mm,,300.00 m,,Blue,Matte,Mixed,Sword,Stainless Steel
Cartier,Calibre de Cartier,W7100057,Calibre de Cartier Diver Stainless Steel / Black / Bracelet,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,42.00 mm,11.00 mm,,300.00 m,,Black,Matte,Mixed,Sword,Stainless Steel
Cartier,Calibre de Cartier,WSCA0006,Calibre de Cartier Diver Carbon,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,42.00 mm,11.00 mm,,300.00 m,,Black,Matte,Mixed,Sword,Stainless Steel
Cartier,Calibre de Cartier,W2CA0009,Calibre de Cartier Diver Stainless Steel / Pink Gold / Blue / Rubber,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,42.00 mm,11.00 mm,,300.00 m,,Blue,Matte,Mixed,Sword,"Pink Gold, Stainless Steel"
Cartier,Calibre de Cartier,W7100055,Calibre de Cartier Diver Stainless Steel / Pink Gold / Black / Rubber,"Cartier caliber 1904-PS MC
Hours, Minutes, Small Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,42.00 mm,11.00 mm,,300.00 m,,Black,Matte,Mixed,Sword,"Pink Gold, Stainless Steel"
